A1,A2,B1,B2,B3,class
8,22,56544,19,3185,0
8,56544,22,15,2163,0
0,8000,62391,7,639,1
0,62391,8000,6,614,1
8,49859,22,10,1245,0
8,22,49859,7,2157,0
13,22,3758,18,2985,0
13,3758,22,13,2779,0
21,22,47002,26,3745,0
21,47002,22,24,2905,0
2,50879,22,12,1586,0
2,22,50879,12,2545,0
0,8000,63699,7,639,1
0,63699,8000,6,614,1
0,8000,62503,7,639,1
0,62503,8000,6,614,1
80,60570,22,5,337,0
80,22,60570,11,3807,0
0,33504,23,1,46,0
0,23,33504,1,40,0
133,49106,22,6,355,0
133,22,49106,13,1766,0
0,8000,54165,7,639,1
0,54165,8000,6,614,1
9,43698,22,15,2163,0
9,22,43698,19,3185,0
12,12296,22,16,2223,0
12,22,12296,23,4397,0
12,15669,22,11,2704,0
12,22,15669,17,4014,0
9,64503,22,15,2163,0
9,22,64503,20,4213,0
8,14981,22,6,329,0
8,22,14981,9,4474,0
0,33993,7547,1,46,0
0,7547,33993,1,40,0
130,51970,22,6,329,0
130,22,51970,10,1617,0
0,39209,22,2,92,0
0,22,39209,1,44,0
10,22,55981,19,3185,0
10,55981,22,17,2267,0
120,24304,22,5,277,0
120,22,24304,12,6775,0
21,22,43484,26,3745,0
21,43484,22,26,2993,0
10,41208,22,15,2163,0
10,22,41208,19,3185,0
4,22,43471,16,2893,0
4,43471,22,16,2035,0
9,22,56870,19,3185,0
9,56870,22,15,2163,0
96,11237,22,14,2105,0
96,22,11237,25,4553,0
30,22916,80,1,46,0
30,80,22916,6,264,0
0,27741,22,2,92,0
0,22,27741,1,44,0
10,22,46770,19,3185,0
10,46770,22,15,2163,0
9,22,56582,19,3185,0
9,56582,22,20,2423,0
19,60950,22,18,2040,0
19,22,60950,24,3597,0
9,22,51728,20,3249,0
9,51728,22,15,2157,0
18,22,30312,26,3745,0
18,30312,22,24,2966,0
10,18919,22,18,2397,0
10,22,18919,21,3313,0
5,44513,22,7,1029,0
5,22,44513,7,2377,0
4,39650,22,12,1808,0
4,22,39650,13,2185,0
9,41560,22,20,2423,0
9,22,41560,19,3185,0
11,52839,22,19,2638,0
11,22,52839,25,4434,0
6,22,27012,12,2133,0
6,27012,22,17,2068,0
30,61660,80,1,46,0
30,80,61660,6,264,0
9,22,41620,19,3185,0
9,41620,22,17,2267,0
8,39454,22,21,2637,0
8,22,39454,23,3429,0
30,61453,22,1,60,0
30,22,61453,6,360,0
12,60119,22,7,389,0
12,22,60119,10,4652,0
17,40007,22,24,2918,0
17,22,40007,26,3745,0
9,38496,22,18,2319,0
9,22,38496,19,3185,0
208,42024,22,6,335,0
208,22,42024,5,1285,0
9,23765,22,17,2323,0
9,22,23765,18,3393,0
0,50261,22,2,92,0
0,22,50261,1,44,0
8,22,49912,19,3185,0
8,49912,22,15,2163,0
9,22,34533,19,3185,0
9,34533,22,15,2163,0
122,19266,22,7,401,0
122,22,19266,10,1638,0
17,25422,22,26,3004,0
17,22,25422,26,3745,0
7,15242,22,7,381,0
7,22,15242,9,3510,0
0,49216,23,1,46,0
0,23,49216,1,40,0
10,22,37824,19,3185,0
10,37824,22,17,2267,0
7,22,39071,19,3185,0
7,39071,22,17,2267,0
19,47054,22,24,2948,0
19,22,47054,26,3745,0
4,43463,22,3,166,0
4,22,43463,4,240,0
0,3573,5358,1,46,0
0,5358,3573,1,40,0
8,60494,22,7,393,0
8,22,60494,7,1438,0
10,22,36216,19,3185,0
10,36216,22,17,2267,0
0,52677,8531,1,46,0
0,8531,52677,1,40,0
0,65095,23,1,46,0
0,23,65095,1,40,0
20,50072,22,24,2912,0
20,22,50072,26,3745,0
9,22,37327,19,3185,0
9,37327,22,15,2179,0
20159,3997,80,13,598,0
20159,80,3997,78,3432,0
9,52566,22,15,2163,0
9,22,52566,20,3249,0
9,39905,22,17,2267,0
9,22,39905,19,3185,0
95,54150,22,9,587,0
95,22,54150,14,5910,0
9,22,34773,19,3185,0
9,34773,22,17,2267,0
0,23,7334,1,40,0
0,7334,23,1,46,0
121,21777,22,5,283,0
121,22,21777,15,8758,0
9,33101,22,8,1353,0
9,22,33101,11,5373,0
20159,2838,80,16,736,0
20159,80,2838,81,3564,0
73,51202,22,5,307,0
73,22,51202,11,4779,0
19,22,64530,26,3745,0
19,64530,22,24,2918,0
13,3286,22,13,2779,0
13,22,3286,18,2985,0
0,42421,87,2,92,0
0,87,42421,1,40,0
11,47761,22,15,2163,0
11,22,47761,19,3185,0
9,22,41693,19,3185,0
9,41693,22,18,2319,0
18,37908,22,24,2900,0
18,22,37908,26,3745,0
0,8000,49216,7,1727,1
0,49216,8000,6,579,1
0,8000,49217,7,593,1
0,49217,8000,6,580,1
0,8000,49218,7,639,1
0,49218,8000,6,614,1
30,20543,80,1,46,0
30,80,20543,6,264,0
120,24117,22,5,274,0
120,22,24117,5,374,0
8,50960,22,17,2267,0
8,22,50960,19,3185,0
0,2323,56402,1,40,0
0,56402,2323,1,46,0
8,44073,22,15,2163,0
8,22,44073,19,3185,0
0,22,20204,5,1285,0
0,20204,22,6,340,0
30,373,80,1,46,0
30,80,373,6,264,0
0,54072,23,1,46,0
0,23,54072,1,40,0
19,22,19458,26,3745,0
19,19458,22,24,2969,0
455,303,80,2,92,0
455,80,303,12,528,0
0,23,5150,1,40,0
0,5150,23,1,46,0
3,40096,22,12,1808,0
3,22,40096,13,2185,0
0,80,390,1,46,0
0,390,80,1,40,0
90,31776,22,5,307,0
90,22,31776,11,6690,0
0,7547,19076,1,40,0
0,19076,7547,1,46,0
0,0,3,1,56,0
0,38225,23,1,46,0
0,23,38225,1,40,0
18,22,64242,26,3745,0
18,64242,22,24,2934,0
25,26264,22,25,3037,0
25,22,26264,28,3929,0
0,4753,7547,1,46,0
0,7547,4753,1,40,0
0,22,6000,1,44,0
0,6000,22,2,92,0
120,15447,22,7,381,0
120,22,15447,14,8681,0
19,22,17383,26,3745,0
19,17383,22,26,3003,0
11,30481,22,16,2229,0
11,22,30481,22,3402,0
18,22,20633,26,3745,0
18,20633,22,24,2889,0
10,44410,22,17,2267,0
10,22,44410,19,3185,0
10,22,57238,19,3185,0
10,57238,22,15,2163,0
0,23,19702,1,40,0
0,19702,23,1,46,0
22,23,19303,2,80,0
22,19303,23,2,92,0
30,24671,80,1,46,0
30,80,24671,6,264,0
8,22,44978,19,3185,0
8,44978,22,17,2283,0
0,37707,2323,1,46,0
0,2323,37707,1,40,0
6,39090,22,7,393,0
6,22,39090,8,2482,0
3,35498,22,15,1967,0
3,22,35498,14,2721,0
8,38048,22,17,2323,0
8,22,38048,18,3393,0
0,48129,4658,1,46,0
0,4658,48129,1,40,0
9,42248,22,17,2267,0
9,22,42248,19,3185,0
97,60685,22,6,983,0
97,22,60685,12,6582,0
14,12054,22,4,225,0
14,22,12054,7,4440,0
0,8941,23,1,46,0
0,23,8941,1,40,0
18,55840,22,24,2899,0
18,22,55840,27,3865,0
1,40911,22,12,1827,0
1,22,40911,14,2721,0
20,22,24324,26,3745,0
20,24324,22,24,2883,0
9,22,46930,19,3185,0
9,46930,22,17,2267,0
123,24451,22,6,329,0
123,22,24451,16,8797,0
0,57977,23,1,46,0
0,23,57977,1,40,0
120,61469,22,5,277,0
120,22,61469,11,6590,0
5,45362,22,12,1709,0
5,22,45362,14,2857,0
18,22,25202,26,3745,0
18,25202,22,26,2993,0
9,22,46495,19,3185,0
9,46495,22,15,2163,0
19,22,59336,26,3745,0
19,59336,22,24,2889,0
9,22,35747,20,3237,0
9,35747,22,17,2267,0
0,41590,23,1,46,0
0,23,41590,1,40,0
0,22,52585,5,1285,0
0,52585,22,6,340,0
18,65043,22,25,3051,0
18,22,65043,27,3809,0
21,15164,22,28,3856,0
21,22,15164,29,3993,0
13,34043,22,18,2327,0
13,22,34043,21,3305,0
4,22,27364,12,2133,0
4,27364,22,16,2016,0
0,42644,53,1,70,0
0,0,3,1,98,0
17,60168,22,26,3004,0
17,22,60168,26,3745,0
15,16760,22,3,166,0
15,22,16760,6,360,0
10,60857,22,5,277,0
10,22,60857,8,5345,0
10,22,34214,19,3185,0
10,34214,22,18,2319,0
3,39104,22,13,1632,0
3,22,39104,13,2597,0
9,22,43425,19,3185,0
9,43425,22,17,2267,0
21,54514,22,24,2931,0
21,22,54514,26,3745,0
10,47590,22,15,2163,0
10,22,47590,19,3185,0
30,8199,80,1,46,0
30,80,8199,6,264,0
5,34495,22,5,307,0
5,22,34495,6,3371,0
23,22,58243,29,4037,0
23,58243,22,24,2895,0
6,34671,22,5,262,0
6,22,34671,3,205,0
4,40638,22,12,1808,0
4,22,40638,13,2185,0
6,44418,22,5,277,0
6,22,44418,7,2385,0
22,11270,22,27,3225,0
22,22,11270,29,3966,0
7,17615,22,6,341,0
7,22,17615,7,1454,0
0,9367,23,1,46,0
0,23,9367,1,40,0
31,45226,80,1,46,0
31,80,45226,6,264,0
9,22,45189,19,3185,0
9,45189,22,17,2267,0
0,6519,23,1,46,0
0,23,6519,1,40,0
17,14728,22,24,2900,0
17,22,14728,26,3745,0
9,22,34789,19,3185,0
9,34789,22,17,2267,0
0,52944,23,1,46,0
0,23,52944,1,40,0
11,30454,22,16,2227,0
11,22,30454,21,3371,0
9,22,54775,19,3185,0
9,54775,22,15,2163,0
9,22,39497,20,3237,0
9,39497,22,18,2319,0
0,16669,5358,1,46,0
0,5358,16669,1,40,0
20,22,25026,26,3745,0
20,25026,22,24,2889,0
0,22,53276,5,1285,0
0,53276,22,6,340,0
9,22,33878,19,3185,0
9,33878,22,17,2267,0
1,52547,22,12,1586,0
1,22,52547,12,2545,0
120,25552,22,5,277,0
120,22,25552,7,3341,0
0,32182,23,1,46,0
0,23,32182,1,40,0
120,35436,22,5,277,0
120,22,35436,12,6654,0
121,64955,22,6,329,0
121,22,64955,8,3401,0
9,22,37815,19,3185,0
9,37815,22,17,2267,0
9,22,53233,19,3185,0
9,53233,22,15,2163,0
0,58164,8000,3,138,0
0,8000,58164,1,44,0
20,22,40798,26,3745,0
20,40798,22,24,2883,0
9,49455,22,15,2163,0
9,22,49455,19,3185,0
0,2897,23,1,46,0
0,23,2897,1,40,0
9,50390,22,15,1739,0
9,22,50390,14,2625,0
0,22,58801,5,1285,0
0,58801,22,6,340,0
9,22,53568,19,3185,0
9,53568,22,15,2163,0
28,13412,22,25,2955,0
28,22,13412,33,5362,0
20,63044,22,24,2930,0
20,22,63044,28,3933,0
9,47304,22,17,2267,0
9,22,47304,19,3185,0
9,22,32943,19,3185,0
9,32943,22,15,2163,0
17,58878,22,14,1873,0
17,22,58878,23,3589,0
12,14114,22,5,925,0
12,22,14114,6,1345,0
0,30900,7547,1,46,0
0,7547,30900,1,40,0
0,55000,23,1,46,0
0,23,55000,1,40,0
0,22,29156,5,1285,0
0,29156,22,6,340,0
9,47339,22,15,2163,0
9,22,47339,19,3185,0
37,30515,22,9,1399,0
37,22,30515,11,5385,0
0,8080,34680,1,40,0
0,34680,8080,1,46,0
0,52416,23,1,46,0
0,23,52416,1,40,0
30,59024,80,1,46,0
30,80,59024,6,264,0
10324,277,80,12,552,0
10324,80,277,62,2728,0
10,22,42665,19,3185,0
10,42665,22,17,2283,0
1,445,27370,3,120,0
1,27370,445,3,144,0
9,22,47461,19,3185,0
9,47461,22,17,2267,0
21,58232,22,25,3154,0
21,22,58232,29,3993,0
0,0,8,1,46,0
0,0,0,1,32,0
0,11967,23,1,46,0
0,23,11967,1,40,0
7,16549,22,11,1756,0
7,22,16549,12,2201,0
19,22,60405,26,3745,0
19,60405,22,24,2918,0
0,5132,5060,1,443,0
0,0,3,1,471,0
89,34933,22,6,983,0
89,22,34933,13,8545,0
9,22,40192,19,3185,0
9,40192,22,17,2267,0
0,48997,1900,1,122,0
0,0,3,1,150,0
5,22,27656,12,2133,0
5,27656,22,17,2068,0
14,22,2290,18,2985,0
14,2290,22,13,2779,0
5,49778,22,7,441,0
5,22,49778,10,1680,0
9,22,41953,19,3185,0
9,41953,22,17,2267,0
3,48860,22,15,1697,0
3,22,48860,12,2617,0
9,49054,22,17,2267,0
9,22,49054,19,3185,0
10,22,38895,19,3185,0
10,38895,22,17,2267,0
83,43764,22,5,315,0
83,22,43764,11,5648,0
0,56885,1194,1,118,0
0,0,3,1,146,0
2415,37451,80,2,92,0
2415,80,37451,12,528,0
0,46392,23,1,46,0
0,23,46392,1,40,0
6,60212,22,8,501,0
6,22,60212,12,1800,0
22,62725,22,26,3172,0
22,22,62725,30,4113,0
10,22,40772,21,3369,0
10,40772,22,19,2377,0
21,15192,22,24,2916,0
21,22,15192,26,3745,0
6,64000,22,7,419,0
6,22,64000,6,2362,0
8,50014,22,15,2163,0
8,22,50014,19,3185,0
17,41682,22,16,2223,0
17,22,41682,24,3529,0
4,41152,22,12,1808,0
4,22,41152,13,2185,0
9,22,49704,19,3185,0
9,49704,22,17,2267,0
0,54893,25,1,60,0
0,25,54893,1,40,0
0,58406,23,1,46,0
0,23,58406,1,40,0
0,63135,22,2,92,0
0,22,63135,1,44,0
0,42075,23,1,46,0
0,23,42075,1,40,0
8,44551,22,15,2163,0
8,22,44551,19,3185,0
19,22,34873,27,3865,0
19,34873,22,24,2883,0
23,50164,22,27,3056,0
23,22,50164,27,3805,0
24,42028,22,24,2270,0
24,22,42028,30,3825,0
17,22202,22,24,2883,0
17,22,22202,27,3865,0
13,22,1363,18,2985,0
13,1363,22,13,2779,0
0,26717,23,1,46,0
0,23,26717,1,40,0
0,14572,5358,1,46,0
0,5358,14572,1,40,0
123,13283,22,6,329,0
123,22,13283,10,4509,0
121,48631,22,3,179,0
121,22,48631,12,5703,0
0,22,44324,5,1285,0
0,44324,22,6,340,0
9,22,47531,19,3185,0
9,47531,22,18,2319,0
10,58011,22,17,2283,0
10,22,58011,19,3185,0
0,23,56527,1,40,0
0,56527,23,1,46,0
0,5060,5060,1,434,0
0,0,3,1,462,0
19,45170,22,24,2916,0
19,22,45170,26,3745,0
0,20681,1900,1,122,0
0,0,3,1,150,0
121,62627,22,5,268,0
121,22,62627,6,434,0
23,64120,22,28,3124,0
23,22,64120,26,3745,0
0,20459,5358,1,46,0
0,5358,20459,1,40,0
30,24151,80,1,46,0
30,80,24151,6,264,0
8,53549,22,17,2267,0
8,22,53549,19,3185,0
0,39405,22,13,1593,0
0,22,39405,11,2565,0
0,5100,5060,1,438,0
0,0,3,1,466,0
21,12362,22,24,2895,0
21,22,12362,29,4053,0
20,52116,22,26,3004,0
20,22,52116,26,3745,0
127,45757,22,7,411,0
127,22,45757,12,1799,0
215,45623,22,8,705,0
215,22,45623,16,3929,0
9,46438,22,22,2947,0
9,22,46438,24,3505,0
19,43992,22,24,2900,0
19,22,43992,26,3745,0
121,62843,22,8,711,0
121,22,62843,8,1489,0
0,22,62228,5,1285,0
0,62228,22,6,340,0
8,22,49485,19,3185,0
8,49485,22,17,2267,0
2,41843,22,13,1593,0
2,22,41843,13,2669,0
10,57085,22,19,2455,0
10,22,57085,20,3249,0
10,22,39420,19,3185,0
10,39420,22,17,2267,0
0,80,18719,1,46,0
0,18719,80,1,40,0
14,22,56620,26,5514,0
14,56620,22,19,2547,0
0,54870,23,1,46,0
0,23,54870,1,40,0
7,63856,22,7,381,0
7,22,63856,6,1361,0
9,22,44582,19,3185,0
9,44582,22,17,2267,0
30,56344,80,1,46,0
30,80,56344,6,264,0
0,9338,23,1,46,0
0,23,9338,1,40,0
0,6917,5358,1,46,0
0,5358,6917,1,40,0
120,57834,22,6,977,0
120,22,57834,13,8533,0
11,13256,22,15,2163,0
11,22,13256,20,3305,0
3,41636,22,12,1808,0
3,22,41636,13,2185,0
21,22,31001,29,4957,0
21,31001,22,26,3685,0
30,49309,80,1,46,0
30,80,49309,6,264,0
20160,269,80,19,874,0
20160,80,269,84,3696,0
19,43354,22,24,2900,0
19,22,43354,26,3745,0
30,46901,22,1,46,0
30,22,46901,6,264,0
5,22,27995,12,2133,0
5,27995,22,15,1964,0
14,1448,22,16,2917,0
14,22,1448,18,2985,0
9,22,39472,20,3237,0
9,39472,22,17,2267,0
12,22532,22,12,1718,0
12,22,22532,16,3744,0
9,22,50728,19,3185,0
9,50728,22,17,2267,0
0,25101,80,2,92,0
0,80,25101,1,44,0
0,23,56447,1,40,0
0,56447,23,1,46,0
19,58830,22,24,2900,0
19,22,58830,26,3745,0
125,59580,22,5,262,0
125,22,59580,8,562,0
9,53454,22,17,2267,0
9,22,53454,19,3185,0
0,123,44709,1,76,0
0,44709,123,1,76,0
9,22,40109,20,3305,0
9,40109,22,19,2383,0
0,22,29847,5,1285,0
0,29847,22,6,340,0
70,12907,22,9,530,0
70,22,12907,15,6003,0
10,32914,22,16,2299,0
10,22,32914,21,3369,0
18,36928,22,24,2916,0
18,22,36928,26,3745,0
30,16297,80,1,46,0
30,80,16297,6,264,0
0,2207,80,10,516,0
0,80,2207,5,8956,0
19,9494,22,24,2916,0
19,22,9494,26,3745,0
30,53350,80,1,46,0
30,80,53350,6,264,0
0,19958,23,1,46,0
0,23,19958,1,40,0
9,22,34290,19,3185,0
9,34290,22,17,2267,0
0,23,57471,1,40,0
0,57471,23,1,46,0
10,36024,22,18,2331,0
10,22,36024,19,3265,0
11,22,57923,24,3646,0
11,57923,22,17,2366,0
9,22,44873,20,3249,0
9,44873,22,18,2313,0
30,19234,80,1,46,0
30,80,19234,6,264,0
20160,2001,80,14,644,0
20160,80,2001,79,3476,0
0,44857,22,2,92,0
0,22,44857,1,44,0
9,22,53463,19,3185,0
9,53463,22,17,2267,0
2,54321,22,13,1593,0
2,22,54321,13,2669,0
8,22,44224,20,3249,0
8,44224,22,17,2261,0
9,17036,22,12,1808,0
9,22,17036,14,4257,0
0,7290,22,2,92,0
0,22,7290,1,44,0
9,22,57137,19,3185,0
9,57137,22,15,2163,0
11,47582,22,15,1884,0
11,22,47582,23,3545,0
0,23,7334,1,40,0
0,7334,23,1,46,0
135,39347,22,3,182,0
135,22,39347,11,893,0
13,2475,22,14,2825,0
13,22,2475,19,3093,0
19,22,56155,26,3745,0
19,56155,22,24,2934,0
0,40757,23,1,46,0
0,23,40757,1,40,0
9,55628,22,15,2163,0
9,22,55628,19,3185,0
0,123,40893,1,76,0
0,40893,123,1,76,0
20,22,35464,26,3745,0
20,35464,22,26,3003,0
9,57976,22,15,2157,0
9,22,57976,21,4277,0
19,2394,22,24,2934,0
19,22,2394,26,3745,0
9,22,57884,19,3185,0
9,57884,22,17,2267,0
9,54010,22,17,2267,0
9,22,54010,19,3185,0
17,32982,22,24,2900,0
17,22,32982,26,3745,0
9,54739,22,17,2267,0
9,22,54739,19,3185,0
30,41685,80,1,46,0
30,80,41685,6,264,0
36,49021,22,10,1593,0
36,22,49021,20,8705,0
9,22,40469,19,3185,0
9,40469,22,15,2163,0
6,11704,22,6,329,0
6,22,11704,7,1454,0
14,15641,22,16,2215,0
14,22,15641,25,3645,0
0,53,40462,1,129,0
0,40462,53,1,68,0
0,53,56779,1,250,0
0,56779,53,1,68,0
5,443,43170,8,5403,0
5,43170,443,11,1646,0
10,33407,22,17,2267,0
10,22,33407,19,3185,0
30,24719,80,1,46,0
30,80,24719,6,264,0
23,36518,22,9,1426,0
23,22,36518,11,5426,0
4,42168,22,12,1808,0
4,22,42168,13,2185,0
20,22,11051,26,3745,0
20,11051,22,24,2905,0
124,18471,22,5,292,0
124,22,18471,10,748,0
30,34831,80,1,46,0
30,80,34831,6,264,0
5,51982,22,7,405,0
5,22,51982,6,443,0
0,23,49401,1,40,0
0,49401,23,1,46,0
11,59148,22,4,243,0
11,22,59148,6,1361,0
0,19599,23,1,46,0
0,23,19599,1,40,0
0,123,37759,1,76,0
0,37759,123,1,76,0
8,22,47692,19,3185,0
8,47692,22,17,2267,0
32,49104,22,3,180,0
32,22,49104,8,480,0
0,40589,1900,1,122,0
0,0,3,1,150,0
7,30168,22,8,505,0
7,22,30168,10,1721,0
5,49724,22,15,1865,0
5,22,49724,16,2961,0
15,50158,22,3,166,0
15,22,50158,6,360,0
8,55850,22,16,2215,0
8,22,55850,19,3185,0
10,53826,22,15,2163,0
10,22,53826,20,3249,0
9,22,46793,19,3185,0
9,46793,22,18,2319,0
13,4266,22,14,2935,0
13,22,4266,19,3037,0
0,8546,65535,1,40,0
0,65535,8546,1,46,0
0,22,38799,5,1285,0
0,38799,22,6,340,0
9,46750,22,15,2163,0
9,22,46750,19,3185,0
9,22,43104,20,3237,0
9,43104,22,17,2267,0
20,22,8659,26,3745,0
20,8659,22,24,2889,0
4,51795,22,9,1189,0
4,22,51795,6,2117,0
8,37837,22,15,2163,0
8,22,37837,19,3185,0
9,50343,22,15,2163,0
9,22,50343,20,3305,0
9,22,53820,19,3185,0
9,53820,22,15,2163,0
16,33863,22,6,374,0
16,22,33863,9,3506,0
2,51555,22,12,1586,0
2,22,51555,12,2545,0
1,2320,445,3,144,0
1,445,2320,3,120,0
11,22,55566,20,3245,0
11,55566,22,21,2483,0
5,16426,22,5,307,0
5,22,16426,5,2302,0
10,22,43621,19,3185,0
10,43621,22,17,2267,0
9,24933,22,7,1029,0
9,22,24933,10,4514,0
30,31677,80,1,46,0
30,80,31677,6,264,0
4,22,28304,12,2133,0
4,28304,22,15,1964,0
0,51476,22,7,424,0
0,22,51476,5,1285,0
0,123,56440,1,76,0
0,56440,123,1,76,0
16,57389,22,17,2000,0
16,22,57389,23,3541,0
30,55422,80,1,46,0
30,80,55422,6,264,0
6,28069,22,7,399,0
6,22,28069,7,3423,0
10,39934,22,16,2215,0
10,22,39934,19,3197,0
18,52292,22,24,2948,0
18,22,52292,26,3745,0
15,42100,22,2,106,0
15,22,42100,5,300,0
8,38342,22,14,2111,0
8,22,38342,17,3081,0
0,61485,23,1,46,0
0,23,61485,1,40,0
0,23,20479,1,40,0
0,20479,23,1,46,0
10,22,47631,19,3185,0
10,47631,22,15,2163,0
1,65405,22,2,92,0
1,22,65405,2,88,0
122,24790,22,7,381,0
122,22,24790,11,3605,0
0,23,32897,1,40,0
0,32897,23,1,46,0
0,22,14679,5,1285,0
0,14679,22,6,340,0
10187,316,80,9,414,0
10187,80,316,54,2376,0
0,23,19303,1,40,0
0,19303,23,1,46,0
17,47808,22,24,2900,0
17,22,47808,26,3745,0
0,2156,5358,1,46,0
0,5358,2156,1,40,0
20,58866,22,24,2900,0
20,22,58866,26,3745,0
0,8000,50694,7,561,1
0,50694,8000,6,589,1
0,8000,51730,7,561,1
0,51730,8000,6,589,1
0,8000,52767,7,561,1
0,52767,8000,5,543,1
30,6843,80,1,46,0
30,80,6843,6,264,0
0,8000,50695,7,1726,1
0,50695,8000,6,579,1
0,8000,51731,7,1726,1
0,51731,8000,6,579,1
0,8000,52768,7,1726,1
0,52768,8000,6,579,1
9,60725,22,4,218,0
9,22,60725,7,519,0
0,8000,59495,7,561,1
0,59495,8000,6,589,1
0,8000,52527,7,561,1
0,52527,8000,6,589,1
0,8000,56224,7,561,1
0,56224,8000,6,589,1
0,8000,62577,7,561,1
0,62577,8000,6,589,1
0,8000,60045,7,561,1
0,60045,8000,6,589,1
0,8000,63797,7,561,1
0,63797,8000,6,589,1
0,8000,51582,7,561,1
0,51582,8000,6,589,1
0,8000,53646,7,561,1
0,53646,8000,6,589,1
0,8000,55711,7,561,1
0,55711,8000,6,589,1
0,123,49954,1,76,0
0,49954,123,1,76,0
0,8000,53206,7,561,1
0,53206,8000,6,589,1
122,31824,22,4,210,0
122,22,31824,5,350,0
0,8000,53421,7,561,1
0,53421,8000,6,589,1
0,8000,64834,7,561,1
0,64834,8000,6,589,1
0,8000,49514,7,561,1
0,49514,8000,6,589,1
0,8000,50550,7,561,1
0,50550,8000,6,589,1
0,8000,52615,7,561,1
0,52615,8000,6,589,1
0,8000,54681,7,561,1
0,54681,8000,6,589,1
0,8000,56746,7,561,1
0,56746,8000,6,589,1
0,8000,57787,7,561,1
0,57787,8000,6,589,1
0,8000,58821,7,561,1
0,58821,8000,6,589,1
0,8000,59854,7,561,1
0,59854,8000,6,589,1
0,8000,60887,7,561,1
0,60887,8000,6,589,1
0,8000,61919,7,561,1
0,61919,8000,6,589,1
0,8000,64400,7,561,1
0,64400,8000,6,589,1
0,8000,50420,7,561,1
0,50420,8000,6,589,1
0,8000,52833,7,561,1
0,52833,8000,6,589,1
0,8000,54535,7,561,1
0,54535,8000,6,589,1
0,8000,55565,7,561,1
0,55565,8000,6,589,1
0,8000,56609,7,561,1
0,56609,8000,6,589,1
0,8000,59193,7,561,1
0,59193,8000,6,589,1
0,8000,60732,7,561,1
0,60732,8000,6,589,1
0,8000,50084,7,561,1
0,50084,8000,6,589,1
0,8000,54388,7,561,1
0,54388,8000,6,589,1
0,8000,55423,7,561,1
0,55423,8000,6,589,1
0,8000,56454,7,561,1
0,56454,8000,6,589,1
0,8000,57490,7,561,1
0,57490,8000,6,589,1
0,8000,58527,7,561,1
0,58527,8000,6,589,1
0,8000,59558,7,561,1
0,59558,8000,6,589,1
0,8000,60591,7,561,1
0,60591,8000,6,589,1
8,22,51774,20,3237,0
8,51774,22,17,2267,0
0,8000,63683,7,561,1
0,63683,8000,6,589,1
0,8000,63684,7,1726,1
0,63684,8000,6,579,1
0,8000,51072,7,561,1
0,51072,8000,6,589,1
0,8000,51073,7,1725,1
0,51073,8000,6,579,1
0,8000,55442,7,561,1
0,55442,8000,6,589,1
0,8000,55443,7,1724,1
0,55443,8000,6,579,1
0,8000,56472,7,561,1
0,56472,8000,6,589,1
0,8000,56473,7,1725,1
0,56473,8000,6,579,1
0,8000,57498,7,561,1
0,57498,8000,6,589,1
0,8000,57499,7,1725,1
0,57499,8000,6,579,1
0,8000,58527,7,561,1
0,58527,8000,6,589,1
0,8000,58528,7,1725,1
0,58528,8000,6,579,1
0,8000,59552,7,561,1
0,59552,8000,6,589,1
0,8000,59553,7,1725,1
0,59553,8000,6,579,1
0,8000,60581,7,561,1
0,60581,8000,6,589,1
0,8000,60582,7,1725,1
0,60582,8000,6,579,1
0,8000,53208,7,1728,1
0,53208,8000,6,579,1
0,8000,59496,7,1727,1
0,59496,8000,6,579,1
0,8000,52528,7,1728,1
0,52528,8000,6,579,1
0,8000,56225,7,1728,1
0,56225,8000,6,579,1
0,8000,62578,7,1727,1
0,62578,8000,6,579,1
0,8000,53424,7,1728,1
0,53424,8000,6,579,1
0,8000,60048,7,1727,1
0,60048,8000,6,579,1
0,8000,63798,7,1726,1
0,63798,8000,6,579,1
0,8000,64835,7,1727,1
0,64835,8000,6,579,1
0,8000,49515,7,1727,1
0,49515,8000,6,579,1
0,8000,50551,7,1727,1
0,50551,8000,6,579,1
0,8000,51583,7,1727,1
0,51583,8000,6,579,1
0,8000,52616,7,1727,1
0,52616,8000,6,579,1
0,8000,53647,7,1727,1
0,53647,8000,5,533,1
0,8000,54682,7,1727,1
0,54682,8000,6,579,1
0,8000,55712,7,1727,1
0,55712,8000,6,579,1
0,8000,56747,7,1728,1
0,56747,8000,6,579,1
0,8000,57788,7,1728,1
0,57788,8000,6,579,1
0,8000,58822,7,1728,1
0,58822,8000,6,579,1
0,8000,59855,7,1728,1
0,59855,8000,6,579,1
0,8000,60888,7,1728,1
0,60888,8000,6,579,1
0,8000,61920,7,1728,1
0,61920,8000,6,579,1
0,8000,64402,7,1727,1
0,64402,8000,6,579,1
59,8000,64401,7,702,1
59,64401,8000,6,586,1
0,8000,50421,7,1726,1
0,50421,8000,6,579,1
0,8000,52834,7,1727,1
0,52834,8000,6,579,1
0,8000,54536,7,1727,1
0,54536,8000,6,579,1
59,8000,54537,7,702,1
59,54537,8000,6,586,1
0,8000,55566,7,1726,1
0,55566,8000,5,533,1
59,8000,55567,7,702,1
59,55567,8000,6,586,1
0,8000,56610,7,1728,1
0,56610,8000,6,579,1
0,8000,59194,7,1728,1
0,59194,8000,5,533,1
59,8000,59195,7,702,1
