B1,B2,B3,B4,A1,class
0.127,8000,61460,7,561,1
0.127,61460,8000,6,589,1
0.145,8000,61461,7,1726,1
0.145,61461,8000,6,579,1
0.132,8000,61463,7,702,1
0.132,61463,8000,6,586,1
135.171,8000,61462,3,144,1
135.171,61462,8000,4,190,1
0.037,8000,60707,7,556,1
0.037,60707,8000,6,515,1
0.063,8000,60708,7,702,1
0.063,60708,8000,6,586,1
135.055,8000,60709,2,92,1
135.055,60709,8000,4,190,1
135.068,8000,61745,2,92,1
135.068,61745,8000,4,190,1
0.059,8000,62780,7,702,1
0.059,62780,8000,6,586,1
0.052,8000,62781,7,556,1
0.052,62781,8000,6,515,1
0.064,8000,63812,7,702,1
0.064,63812,8000,6,586,1
0.042,8000,63813,7,556,1
0.042,63813,8000,6,515,1
135.07,8000,63814,2,92,1
135.07,63814,8000,4,190,1
0.066,8000,64847,7,702,1
0.066,64847,8000,6,586,1
0.038,8000,64848,7,556,1
0.038,64848,8000,6,515,1
135.072,8000,64849,3,132,1
135.072,64849,8000,4,190,1
0.072,8000,49526,7,702,1
0.072,49526,8000,6,586,1
0.036,8000,49527,7,556,1
0.036,49527,8000,6,515,1
0.04,8000,50561,7,556,1
0.04,50561,8000,6,515,1
30.997,59459,80,1,46,0
30.997,80,59459,6,264,0
0.062,8000,51595,7,702,1
0.062,51595,8000,6,586,1
0.044,8000,51596,7,556,1
0.044,51596,8000,6,515,1
135.068,8000,51597,2,92,1
135.068,51597,8000,4,190,1
0.08,8000,53664,7,702,1
0.08,53664,8000,6,586,1
0.046,8000,53665,7,556,1
0.046,53665,8000,6,515,1
0.06,8000,56775,7,702,1
0.06,56775,8000,6,586,1
0.049,8000,56776,7,556,1
0.049,56776,8000,6,515,1
0.071,8000,57816,7,702,1
0.071,57816,8000,6,586,1
0.046,8000,57817,7,556,1
0.046,57817,8000,6,515,1
0.056,8000,58850,7,702,1
0.056,58850,8000,6,586,1
0.049,8000,58851,7,556,1
0.049,58851,8000,6,515,1
135.059,8000,58852,3,132,1
135.059,58852,8000,4,190,1
0.036,8000,59884,7,556,1
0.036,59884,8000,6,515,1
0.069,8000,60913,7,702,1
0.069,60913,8000,6,586,1
0.049,8000,60914,7,556,1
0.049,60914,8000,6,515,1
0.099,8000,61951,7,1723,1
0.099,61951,8000,6,579,1
0.073,8000,61952,7,702,1
0.073,61952,8000,6,586,1
0.057,8000,61953,7,556,1
0.057,61953,8000,6,515,1
0.109,8000,52556,7,1723,1
0.109,52556,8000,6,579,1
0.08,8000,52557,7,702,1
0.08,52557,8000,6,586,1
0.067,8000,52558,7,556,1
0.067,52558,8000,6,515,1
0.086,8000,54470,7,1728,1
0.086,54470,8000,6,579,1
0.063,8000,54471,7,556,1
0.063,54471,8000,5,469,1
0.078,8000,54472,7,702,1
0.078,54472,8000,6,586,1
0.08,8000,62159,7,702,1
0.08,62159,8000,6,586,1
0.074,8000,62160,7,556,1
0.074,62160,8000,6,515,1
0.064,8000,50022,7,556,1
0.064,50022,8000,6,515,1
0.083,8000,51060,7,702,1
0.083,51060,8000,6,586,1
0.063,8000,51061,7,556,1
0.063,51061,8000,6,515,1
0.089,8000,56376,7,702,1
0.089,56376,8000,6,586,1
0.088,8000,56377,7,556,1
0.088,56377,8000,6,515,1
0.085,8000,58971,7,702,1
0.085,58971,8000,6,586,1
0.052,8000,58972,7,556,1
0.052,58972,8000,6,515,1
0.062,8000,63097,7,702,1
0.062,63097,8000,6,586,1
0.069,8000,64143,7,702,1
0.069,64143,8000,6,586,1
0.053,8000,64144,7,556,1
0.053,64144,8000,6,515,1
0.078,8000,65178,7,561,1
0.078,65178,8000,6,589,1
0.087,8000,65179,7,1727,1
0.087,65179,8000,6,579,1
0.075,8000,65180,7,702,1
0.075,65180,8000,6,586,1
0.074,8000,65181,7,556,1
0.074,65181,8000,6,515,1
0.047,8000,49865,7,556,1
0.047,49865,8000,6,515,1
0.051,8000,49866,7,702,1
0.051,49866,8000,6,586,1
0.056,8000,50910,7,702,1
0.056,50910,8000,6,586,1
0.037,8000,50911,7,556,1
0.037,50911,8000,6,515,1
135.074,8000,50912,2,92,1
135.074,50912,8000,4,190,1
0.087,8000,51950,7,1727,1
0.087,51950,8000,6,579,1
0.074,8000,51951,7,702,1
0.074,51951,8000,6,586,1
0.049,8000,51952,7,556,1
0.049,51952,8000,6,515,1
0.071,8000,52989,7,702,1
0.071,52989,8000,6,586,1
0.044,8000,52990,7,556,1
0.044,52990,8000,6,515,1
135.084,8000,52991,3,132,1
135.084,52991,8000,4,190,1
0.048,8000,54030,7,702,1
0.048,54030,8000,6,586,1
0.041,8000,54031,7,556,1
0.041,54031,8000,6,515,1
135.054,8000,54032,3,132,1
135.054,54032,8000,4,190,1
0.053,8000,55073,7,702,1
0.053,55073,8000,6,586,1
0.054,8000,55074,7,556,1
0.054,55074,8000,6,515,1
0.123,8000,56106,7,561,1
0.123,56106,8000,6,589,1
0.116,8000,56107,7,1728,1
0.116,56107,8000,5,533,1
0.115,8000,56108,7,702,1
0.115,56108,8000,5,540,1
0.111,8000,56109,7,556,1
0.111,56109,8000,6,515,1
0.084,8000,57152,7,561,1
0.084,57152,8000,6,589,1
0.103,8000,57153,7,1728,1
0.103,57153,8000,6,579,1
0.08,8000,57154,7,702,1
0.08,57154,8000,6,586,1
0.067,8000,57155,7,556,1
0.067,57155,8000,6,515,1
0.08,8000,58190,7,561,1
0.08,58190,8000,6,589,1
0.109,8000,58191,7,1728,1
0.109,58191,8000,6,579,1
0.105,8000,58192,7,702,1
0.105,58192,8000,6,586,1
0.068,8000,58193,7,556,1
0.068,58193,8000,6,515,1
0.071,8000,59230,7,561,1
0.071,59230,8000,6,589,1
0.086,8000,59231,7,1728,1
0.086,59231,8000,6,579,1
0.056,8000,59232,7,702,1
0.056,59232,8000,5,540,1
0.051,8000,59233,7,556,1
0.051,59233,8000,6,515,1
0.079,8000,60264,7,561,1
0.079,60264,8000,6,589,1
0.082,8000,61332,7,561,1
0.082,61332,8000,6,589,1
0.098,8000,61333,7,1728,1
0.098,61333,8000,6,579,1
0.074,8000,61334,7,702,1
0.074,61334,8000,6,586,1
0.045,8000,61335,7,556,1
0.045,61335,8000,5,469,1
0.098,8000,62361,7,1728,1
0.098,62361,8000,7,631,1
0.076,8000,62362,7,561,1
0.076,62362,8000,6,589,1
0.066,8000,62363,7,702,1
0.066,62363,8000,6,586,1
0.053,8000,62364,7,556,1
0.053,62364,8000,6,515,1
0.08,8000,64259,7,561,1
0.08,64259,8000,6,589,1
0.106,8000,64260,7,1727,1
0.106,64260,8000,6,579,1
0.061,8000,64261,7,556,1
0.061,64261,8000,6,515,1
0.071,8000,64262,7,702,1
0.071,64262,8000,6,586,1
0.073,8000,52039,7,561,1
0.073,52039,8000,6,589,1
0.1,8000,52040,7,1728,1
0.1,52040,8000,6,579,1
0.077,8000,52042,7,702,1
0.077,52042,8000,6,586,1
0.043,8000,52041,7,556,1
0.043,52041,8000,6,515,1
0.083,8000,53276,7,561,1
0.083,53276,8000,6,589,1
0.107,8000,53277,7,1726,1
0.107,53277,8000,6,579,1
0.07,8000,53278,7,702,1
0.07,53278,8000,6,586,1
0.043,8000,53279,7,556,1
0.043,53279,8000,6,515,1
0.078,8000,54331,7,561,1
0.078,54331,8000,6,589,1
0.103,8000,54332,7,1727,1
0.103,54332,8000,6,579,1
0.085,8000,54333,7,702,1
0.085,54333,8000,6,586,1
0.048,8000,54334,7,556,1
0.048,54334,8000,6,515,1
0.085,8000,57710,7,561,1
0.085,57710,8000,5,543,1
0.093,8000,57711,7,1727,1
0.093,57711,8000,6,579,1
0.088,8000,57712,7,702,1
0.088,57712,8000,6,586,1
0.049,8000,57713,7,556,1
0.049,57713,8000,6,515,1
0.08,8000,61154,7,561,1
0.08,61154,8000,6,589,1
0.094,8000,61155,7,1726,1
0.094,61155,8000,6,579,1
0.082,8000,61156,7,702,1
0.082,61156,8000,6,586,1
0.042,8000,61157,7,556,1
0.042,61157,8000,6,515,1
0.083,8000,62207,7,561,1
0.083,62207,8000,6,589,1
0.102,8000,62208,7,1724,1
0.102,62208,8000,6,579,1
0.099,8000,62210,7,702,1
0.099,62210,8000,6,586,1
0.043,8000,62209,7,556,1
0.043,62209,8000,6,515,1
0.065,8000,52677,7,702,1
0.065,52677,8000,6,586,1
0.044,8000,52678,7,556,1
0.044,52678,8000,6,515,1
0.062,8000,57092,7,556,1
0.062,57092,8000,5,469,1
0.081,8000,57093,7,702,1
0.081,57093,8000,6,586,1
21.044,22,1026,26,3745,0
21.044,1026,22,25,2941,0
0.04,8000,61464,7,556,1
0.04,61464,8000,5,469,1
9.186,59566,22,17,2267,0
9.186,22,59566,19,3185,0
0.044,8000,63098,7,556,1
0.044,63098,8000,6,515,1
0.088,8000,60265,7,1728,1
0.088,60265,8000,6,579,1
0.074,8000,60266,7,702,1
0.074,60266,8000,6,586,1
0.054,8000,60267,7,556,1
0.054,60267,8000,6,515,1
135.091,8000,60268,2,92,1
135.091,60268,8000,4,190,1
9.091,22,43368,19,3185,0
9.091,43368,22,17,2267,0
11.273,22,49280,20,3305,0
11.273,49280,22,17,2279,0
0.055,8000,49832,7,702,1
0.055,49832,8000,6,586,1
0.042,8000,49833,7,556,1
0.042,49833,8000,6,515,1
0.059,8000,50867,7,702,1
0.059,50867,8000,6,586,1
0.073,8000,51066,7,702,1
0.073,51066,8000,6,586,1
0.046,8000,51065,7,556,1
0.046,51065,8000,6,515,1
0.058,8000,51064,7,561,1
0.058,51064,8000,6,589,1
0.057,8000,54905,7,561,1
0.057,54905,8000,5,543,1
0.05,8000,54906,7,556,1
0.05,54906,8000,6,515,1
0.062,8000,54907,7,702,1
0.062,54907,8000,6,586,1
0.068,8000,58820,7,561,1
0.068,58820,8000,6,589,1
0.069,8000,58821,7,702,1
0.069,58821,8000,6,586,1
0.045,8000,58822,7,556,1
0.045,58822,8000,6,515,1
0.056,8000,59860,7,561,1
0.056,59860,8000,6,589,1
0.065,8000,59861,7,702,1
0.065,59861,8000,6,586,1
0.051,8000,59862,7,556,1
0.051,59862,8000,6,515,1
0.049,8000,64620,7,556,1
0.049,64620,8000,5,469,1
0.06,8000,64621,7,561,1
0.06,64621,8000,5,543,1
0.068,8000,64622,7,702,1
0.068,64622,8000,6,586,1
0.068,8000,51011,7,561,1
0.068,51011,8000,6,589,1
0.065,8000,51012,7,702,1
0.065,51012,8000,6,586,1
0.047,8000,51013,7,556,1
0.047,51013,8000,6,515,1
0.061,8000,52101,7,561,1
0.061,52101,8000,6,589,1
0.066,8000,52102,7,702,1
0.066,52102,8000,6,586,1
0.048,8000,52103,7,556,1
0.048,52103,8000,6,515,1
0.063,8000,56177,7,561,1
0.063,56177,8000,6,589,1
0.058,8000,56178,7,556,1
0.058,56178,8000,6,515,1
0.063,8000,56179,7,702,1
0.063,56179,8000,6,586,1
0.064,8000,59322,7,561,1
0.064,59322,8000,6,589,1
0.062,8000,59323,7,702,1
0.062,59323,8000,6,586,1
0.042,8000,59324,7,556,1
0.042,59324,8000,6,515,1
0.06,8000,60354,7,561,1
0.06,60354,8000,6,589,1
0.066,8000,60355,7,702,1
0.066,60355,8000,6,586,1
0.052,8000,60356,7,556,1
0.052,60356,8000,6,515,1
0.06,8000,61380,7,561,1
0.06,61380,8000,6,589,1
0.066,8000,61381,7,702,1
0.066,61381,8000,6,586,1
0.054,8000,61382,7,556,1
0.054,61382,8000,6,515,1
0.06,8000,62407,7,561,1
0.06,62407,8000,6,589,1
0.068,8000,62406,7,702,1
0.068,62406,8000,6,586,1
0.043,8000,62408,7,556,1
0.043,62408,8000,6,515,1
0.057,8000,63437,7,561,1
0.057,63437,8000,6,589,1
0.065,8000,63438,7,702,1
0.065,63438,8000,6,586,1
0.049,8000,63439,7,556,1
0.049,63439,8000,6,515,1
0.059,8000,64463,7,702,1
0.059,64463,8000,6,586,1
0.058,8000,64464,7,561,1
0.058,64464,8000,6,589,1
0.044,8000,64465,7,556,1
0.044,64465,8000,6,515,1
0.058,8000,65489,7,561,1
0.058,65489,8000,6,589,1
0.055,8000,65490,7,702,1
0.055,65490,8000,6,586,1
0.046,8000,65491,7,556,1
0.046,65491,8000,6,515,1
0.051,8000,50160,7,561,1
0.051,50160,8000,6,589,1
0.064,8000,50161,7,702,1
0.064,50161,8000,6,586,1
0.045,8000,50162,7,556,1
0.045,50162,8000,6,515,1
0.057,8000,51199,7,561,1
0.057,51199,8000,6,589,1
0.062,8000,51200,7,702,1
0.062,51200,8000,6,586,1
0.041,8000,51201,7,556,1
0.041,51201,8000,6,515,1
0.058,8000,52227,7,561,1
0.058,52227,8000,6,589,1
0.054,8000,52228,7,702,1
0.054,52228,8000,6,586,1
0.043,8000,52229,7,556,1
0.043,52229,8000,6,515,1
0.059,8000,53253,7,561,1
0.059,53253,8000,6,589,1
0.058,8000,53254,7,702,1
0.058,53254,8000,6,586,1
0.043,8000,53255,7,556,1
0.043,53255,8000,6,515,1
0.052,8000,54279,7,561,1
0.052,54279,8000,6,589,1
0.065,8000,54280,7,702,1
0.065,54280,8000,6,586,1
0.046,8000,54281,7,556,1
0.046,54281,8000,6,515,1
0.048,8000,55307,7,561,1
0.048,55307,8000,6,589,1
0.06,8000,55308,7,702,1
0.06,55308,8000,6,586,1
0.044,8000,55309,7,556,1
0.044,55309,8000,6,515,1
0.049,8000,56333,7,561,1
0.049,56333,8000,6,589,1
0.062,8000,56334,7,702,1
0.062,56334,8000,6,586,1
0.039,8000,56335,7,556,1
0.039,56335,8000,6,515,1
0.053,8000,58095,7,561,1
0.053,58095,8000,6,589,1
0.058,8000,58096,7,702,1
0.058,58096,8000,6,586,1
0.045,8000,58097,7,556,1
0.045,58097,8000,6,515,1
0.074,8000,59121,7,702,1
0.074,59121,8000,6,586,1
0.066,8000,59122,7,561,1
0.066,59122,8000,6,589,1
0.038,8000,59123,7,556,1
0.038,59123,8000,6,515,1
0.053,8000,60147,7,561,1
0.053,60147,8000,6,589,1
0.058,8000,60148,7,702,1
0.058,60148,8000,6,586,1
0.044,8000,60149,7,556,1
0.044,60149,8000,6,515,1
0.053,8000,61241,7,561,1
0.053,61241,8000,6,589,1
0.061,8000,61242,7,702,1
0.061,61242,8000,6,586,1
0.039,8000,61243,7,556,1
0.039,61243,8000,6,515,1
0.052,8000,62267,7,561,1
0.052,62267,8000,6,589,1
0.058,8000,62268,7,702,1
0.058,62268,8000,6,586,1
0.042,8000,62269,7,556,1
0.042,62269,8000,6,515,1
0.069,8000,63299,7,702,1
0.069,63299,8000,6,586,1
0.06,8000,63300,7,556,1
0.06,63300,8000,6,515,1
0.055,8000,63301,7,561,1
0.055,63301,8000,6,589,1
0.049,8000,64390,7,561,1
0.049,64390,8000,6,589,1
0.056,8000,64391,7,702,1
0.056,64391,8000,6,586,1
0.043,8000,64392,7,556,1
0.043,64392,8000,6,515,1
0.051,8000,65416,7,561,1
0.051,65416,8000,6,589,1
0.06,8000,65417,7,702,1
0.06,65417,8000,6,586,1
0.046,8000,65418,7,556,1
0.046,65418,8000,6,515,1
0.048,8000,58163,7,561,1
0.048,58163,8000,6,589,1
0.071,8000,58164,7,702,1
0.071,58164,8000,6,586,1
0.073,8000,58165,7,556,1
0.073,58165,8000,6,515,1
0.053,8000,59193,7,561,1
0.053,59193,8000,6,589,1
0.065,8000,59194,7,702,1
0.065,59194,8000,6,586,1
0.042,8000,59195,7,556,1
0.042,59195,8000,6,515,1
0.053,8000,60223,7,561,1
0.053,60223,8000,6,589,1
0.053,8000,60224,7,702,1
0.053,60224,8000,6,586,1
0.058,8000,60225,7,556,1
0.058,60225,8000,6,515,1
0.052,8000,61251,7,561,1
0.052,61251,8000,6,589,1
0.054,8000,61252,7,702,1
0.054,61252,8000,6,586,1
0.042,8000,61253,7,556,1
0.042,61253,8000,6,515,1
0.051,8000,62283,7,561,1
0.051,62283,8000,6,589,1
0.057,8000,62284,7,702,1
0.057,62284,8000,6,586,1
0.038,8000,62285,7,556,1
0.038,62285,8000,6,515,1
0.049,8000,63313,7,561,1
0.049,63313,8000,6,589,1
0.052,8000,63314,7,702,1
0.052,63314,8000,6,586,1
0.053,8000,63315,7,556,1
0.053,63315,8000,6,515,1
0.065,8000,64344,7,702,1
0.065,64344,8000,6,586,1
0.061,8000,64343,7,561,1
0.061,64343,8000,5,543,1
0.047,8000,64345,7,556,1
0.047,64345,8000,6,515,1
0.051,8000,65373,7,561,1
0.051,65373,8000,6,589,1
0.054,8000,65374,7,702,1
0.054,65374,8000,6,586,1
0.039,8000,65375,7,556,1
0.039,65375,8000,6,515,1
0.06,8000,50053,7,702,1
0.06,50053,8000,6,586,1
0.056,8000,50054,7,561,1
0.056,50054,8000,6,589,1
0.039,8000,50055,7,556,1
0.039,50055,8000,6,515,1
0.051,8000,51085,7,561,1
0.051,51085,8000,6,589,1
0.057,8000,51086,7,702,1
0.057,51086,8000,5,540,1
0.044,8000,51087,7,556,1
0.044,51087,8000,6,515,1
0.049,8000,52127,7,561,1
0.049,52127,8000,6,589,1
0.046,8000,52128,7,556,1
0.046,52128,8000,6,515,1
0.055,8000,52129,7,702,1
0.055,52129,8000,6,586,1
0.045,8000,53160,7,556,1
0.045,53160,8000,6,515,1
0.052,8000,53159,7,702,1
0.052,53159,8000,6,586,1
0.049,8000,53161,7,561,1
0.049,53161,8000,6,589,1
0.054,8000,54191,7,561,1
0.054,54191,8000,6,589,1
0.054,8000,54192,7,702,1
0.054,54192,8000,5,540,1
0.045,8000,54193,7,556,1
0.045,54193,8000,6,515,1
0.06,8000,55221,7,561,1
0.06,55221,8000,6,589,1
0.059,8000,55222,7,702,1
0.059,55222,8000,5,540,1
0.046,8000,55223,7,556,1
0.046,55223,8000,6,515,1
0.051,8000,56251,7,561,1
0.051,56251,8000,6,589,1
0.041,8000,56252,7,556,1
0.041,56252,8000,6,515,1
0.052,8000,56253,7,702,1
0.052,56253,8000,6,586,1
0.051,8000,57281,7,561,1
0.051,57281,8000,6,589,1
0.053,8000,57282,7,702,1
0.053,57282,8000,6,586,1
0.043,8000,57283,7,556,1
0.043,57283,8000,6,515,1
0.059,8000,58311,7,702,1
0.059,58311,8000,6,586,1
0.05,8000,58312,7,561,1
0.05,58312,8000,6,589,1
0.039,8000,58313,7,556,1
0.039,58313,8000,6,515,1
0.053,8000,59341,7,561,1
0.053,59341,8000,6,589,1
0.062,8000,59342,7,702,1
0.062,59342,8000,6,586,1
0.043,8000,59343,7,556,1
0.043,59343,8000,6,515,1
0.053,8000,60371,7,702,1
0.053,60371,8000,6,586,1
0.057,8000,60372,7,561,1
0.057,60372,8000,6,589,1
0.054,8000,60373,7,556,1
0.054,60373,8000,6,515,1
0.045,8000,61406,7,561,1
0.045,61406,8000,6,589,1
0.048,8000,61407,7,556,1
0.048,61407,8000,6,515,1
0.056,8000,61408,7,702,1
0.056,61408,8000,6,586,1
0.051,8000,62438,7,561,1
0.051,62438,8000,6,589,1
0.049,8000,62439,7,702,1
0.049,62439,8000,6,586,1
0.049,8000,62440,7,556,1
0.049,62440,8000,6,515,1
0.053,8000,63468,7,561,1
0.053,63468,8000,6,589,1
0.053,8000,63469,7,702,1
0.053,63469,8000,6,586,1
0.044,8000,63470,7,556,1
0.044,63470,8000,6,515,1
0.059,8000,64498,7,561,1
0.059,64498,8000,6,589,1
0.061,8000,64499,7,702,1
0.061,64499,8000,6,586,1
0.048,8000,64500,7,556,1
0.048,64500,8000,6,515,1
0.048,8000,65528,7,561,1
0.048,65528,8000,6,589,1
0.05,8000,65529,7,702,1
0.05,65529,8000,6,586,1
0.052,8000,65530,7,556,1
0.052,65530,8000,6,515,1
0.061,8000,50205,7,702,1
0.061,50205,8000,6,586,1
0.049,8000,50206,7,561,1
0.049,50206,8000,6,589,1
0.056,8000,50207,7,556,1
0.056,50207,8000,6,515,1
0.064,8000,51239,7,561,1
0.064,51239,8000,6,589,1
0.062,8000,51238,7,702,1
0.062,51238,8000,6,586,1
0.045,8000,51240,7,556,1
0.045,51240,8000,6,515,1
0.049,8000,52271,7,556,1
0.049,52271,8000,6,515,1
0.065,8000,52270,7,561,1
0.065,52270,8000,6,589,1
0.056,8000,52272,7,702,1
0.056,52272,8000,6,586,1
0.058,8000,53302,7,556,1
0.058,53302,8000,5,469,1
0.052,8000,53303,7,561,1
0.052,53303,8000,6,589,1
0.052,8000,53304,7,702,1
0.052,53304,8000,6,586,1
0.054,8000,54334,7,561,1
0.054,54334,8000,6,589,1
0.056,8000,54335,7,702,1
0.056,54335,8000,6,586,1
0.043,8000,54336,7,556,1
0.043,54336,8000,6,515,1
0.056,8000,55364,7,702,1
0.056,55364,8000,6,586,1
0.04,8000,55365,7,556,1
0.04,55365,8000,6,515,1
0.051,8000,55366,7,561,1
0.051,55366,8000,6,589,1
0.057,8000,56394,7,702,1
0.057,56394,8000,6,586,1
0.039,8000,56395,7,556,1
0.039,56395,8000,6,515,1
0.047,8000,56396,7,561,1
0.047,56396,8000,6,589,1
0.058,8000,57424,7,702,1
0.058,57424,8000,5,540,1
0.038,8000,57425,7,556,1
0.038,57425,8000,6,515,1
0.048,8000,57426,7,561,1
0.048,57426,8000,6,589,1
0.057,8000,58457,7,702,1
0.057,58457,8000,6,586,1
0.042,8000,58458,7,556,1
0.042,58458,8000,6,515,1
0.047,8000,58459,7,561,1
0.047,58459,8000,6,589,1
0.055,8000,59487,7,702,1
0.055,59487,8000,6,586,1
0.038,8000,59488,7,556,1
0.038,59488,8000,6,515,1
0.047,8000,59489,7,561,1
0.047,59489,8000,6,589,1
0.062,8000,60522,7,702,1
0.062,60522,8000,6,586,1
0.04,8000,60523,7,556,1
0.04,60523,8000,6,515,1
0.054,8000,60524,7,561,1
0.054,60524,8000,6,589,1
0.062,8000,61556,7,702,1
0.062,61556,8000,6,586,1
0.039,8000,61557,7,556,1
0.039,61557,8000,6,515,1
0.05,8000,61558,7,561,1
0.05,61558,8000,6,589,1
0.055,8000,62591,7,702,1
0.055,62591,8000,6,586,1
0.041,8000,62592,7,556,1
0.041,62592,8000,6,515,1
0.051,8000,62593,7,561,1
0.051,62593,8000,6,589,1
0.06,8000,63621,7,702,1
0.06,63621,8000,6,586,1
0.037,8000,63622,7,556,1
0.037,63622,8000,6,515,1
0.049,8000,63623,7,561,1
0.049,63623,8000,6,589,1
0.059,8000,64655,7,702,1
0.059,64655,8000,6,586,1
0.038,8000,64656,7,556,1
0.038,64656,8000,6,515,1
0.051,8000,64657,7,561,1
0.051,64657,8000,6,589,1
0.054,8000,49331,7,702,1
0.054,49331,8000,6,586,1
0.042,8000,49330,7,556,1
0.042,49330,8000,6,515,1
0.047,8000,49332,7,561,1
0.047,49332,8000,6,589,1
0.054,8000,50362,7,702,1
0.054,50362,8000,6,586,1
0.039,8000,50363,7,556,1
0.039,50363,8000,6,515,1
0.047,8000,50364,7,561,1
0.047,50364,8000,6,589,1
0.062,8000,51395,7,702,1
0.062,51395,8000,6,586,1
0.04,8000,51396,7,556,1
0.04,51396,8000,6,515,1
0.051,8000,51397,7,561,1
0.051,51397,8000,6,589,1
0.053,8000,52437,7,702,1
0.053,52437,8000,6,586,1
0.04,8000,52438,7,556,1
0.04,52438,8000,6,515,1
0.054,8000,52439,7,561,1
0.054,52439,8000,6,589,1
0.04,8000,53508,7,556,1
0.04,53508,8000,6,515,1
0.055,8000,53509,7,702,1
0.055,53509,8000,6,586,1
0.051,8000,53510,7,561,1
0.051,53510,8000,6,589,1
0.064,8000,54538,7,702,1
0.064,54538,8000,6,586,1
0.044,8000,54539,7,556,1
0.044,54539,8000,6,515,1
0.048,8000,54540,7,561,1
0.048,54540,8000,6,589,1
0.067,8000,55569,7,702,1
0.067,55569,8000,5,540,1
0.047,8000,55568,7,556,1
0.047,55568,8000,6,515,1
0.054,8000,55570,7,561,1
0.054,55570,8000,6,589,1
0.058,8000,56608,7,702,1
0.058,56608,8000,6,586,1
0.04,8000,56609,7,556,1
0.04,56609,8000,6,515,1
0.054,8000,56610,7,561,1
0.054,56610,8000,6,589,1
0.049,8000,57678,7,702,1
0.049,57678,8000,6,586,1
0.038,8000,57679,7,556,1
0.038,57679,8000,6,515,1
0.048,8000,57680,7,561,1
0.048,57680,8000,6,589,1
0.062,8000,58708,7,561,1
0.062,58708,8000,6,589,1
0.055,8000,58709,7,702,1
0.055,58709,8000,6,586,1
0.037,8000,58710,7,556,1
0.037,58710,8000,6,515,1
0.041,8000,59738,7,556,1
0.041,59738,8000,6,515,1
0.057,8000,59739,7,702,1
0.057,59739,8000,6,586,1
0.047,8000,59740,7,561,1
0.047,59740,8000,6,589,1
0.052,8000,60770,7,702,1
0.052,60770,8000,6,586,1
0.044,8000,60771,7,556,1
0.044,60771,8000,6,515,1
0.05,8000,60772,7,561,1
0.05,60772,8000,6,589,1
0.056,8000,61800,7,702,1
0.056,61800,8000,6,586,1
0.04,8000,61801,7,556,1
0.04,61801,8000,6,515,1
0.045,8000,61802,7,561,1
0.045,61802,8000,6,589,1
0.059,8000,62830,7,702,1
0.059,62830,8000,6,586,1
0.038,8000,62831,7,556,1
0.038,62831,8000,6,515,1
0.049,8000,62832,7,561,1
0.049,62832,8000,6,589,1
0.041,8000,63861,7,556,1
0.041,63861,8000,6,515,1
0.053,8000,63860,7,702,1
0.053,63860,8000,6,586,1
0.049,8000,63862,7,561,1
0.049,63862,8000,6,589,1
0.051,8000,64890,7,702,1
0.051,64890,8000,6,586,1
0.039,8000,64891,7,556,1
0.039,64891,8000,6,515,1
0.056,8000,64892,7,561,1
0.056,64892,8000,6,589,1
0.046,8000,49572,7,556,1
0.046,49572,8000,6,515,1
0.068,8000,49573,7,702,1
0.068,49573,8000,6,586,1
0.052,8000,49574,7,561,1
0.052,49574,8000,6,589,1
0.061,8000,50602,7,702,1
0.061,50602,8000,6,586,1
0.045,8000,50603,7,556,1
0.045,50603,8000,6,515,1
0.052,8000,50604,7,561,1
0.052,50604,8000,6,589,1
0.055,8000,51635,7,702,1
0.055,51635,8000,6,586,1
0.047,8000,51636,7,556,1
0.047,51636,8000,6,515,1
0.053,8000,51637,7,561,1
0.053,51637,8000,6,589,1
0.063,8000,52675,7,702,1
0.063,52675,8000,6,586,1
0.048,8000,52676,7,556,1
0.048,52676,8000,5,469,1
0.062,8000,52677,7,561,1
0.062,52677,8000,6,589,1
0.06,8000,53707,7,702,1
0.06,53707,8000,6,586,1
0.053,8000,53708,7,556,1
0.053,53708,8000,6,515,1
0.054,8000,53709,7,561,1
0.054,53709,8000,6,589,1
0.067,8000,54740,7,702,1
0.067,54740,8000,6,586,1
0.044,8000,54741,7,556,1
0.044,54741,8000,6,515,1
0.066,8000,54742,7,561,1
0.066,54742,8000,6,589,1
0.051,8000,55770,7,702,1
0.051,55770,8000,6,586,1
0.046,8000,55771,7,556,1
0.046,55771,8000,6,515,1
0.065,8000,55772,7,561,1
0.065,55772,8000,6,589,1
0.06,8000,56797,7,702,1
0.06,56797,8000,6,586,1
0.047,8000,56798,7,556,1
0.047,56798,8000,6,515,1
0.053,8000,56799,7,561,1
0.053,56799,8000,6,589,1
0.058,8000,57813,7,702,1
0.058,57813,8000,6,586,1
0.046,8000,57814,7,556,1
0.046,57814,8000,6,515,1
0.054,8000,57815,7,561,1
0.054,57815,8000,6,589,1
135.078,8000,57816,2,92,1
135.078,57816,8000,4,190,1
135.067,8000,57817,3,132,1
135.067,57817,8000,4,190,1
0.06,8000,61608,7,702,1
0.06,61608,8000,6,586,1
0.047,8000,61609,7,556,1
0.047,61609,8000,6,515,1
0.058,8000,61610,7,561,1
0.058,61610,8000,6,589,1
135.061,8000,61611,2,92,1
135.061,61611,8000,4,190,1
135.048,8000,61612,2,92,1
135.048,61612,8000,4,190,1
0.057,8000,50117,7,702,1
0.057,50117,8000,6,586,1
